"Treatment_A","Treatment_B"
"Ethanol","Growth at 25°C"
"Ethanol","Growth at 30°C"
"Glycerol","Trehalose_F"
"Glycerol","Sucrose"
"Glycerol","Galactose"
"Glycerol","Trehalose"
"Glycerol","Maltose"
"Glycerol","Melezitose"
"Glycerol","Methyl-?-D-glucoside"
"Glycerol","Soluble Starch"
"Glycerol","Cellobiose"
"Glycerol","Salicin"
"Glycerol","L-Sorbose"
"Glycerol","L-Rhamnose"
"Glycerol","D-Xylose"
"Glycerol","L-Arabinose"
"Glycerol","D-Arabinose"
"Glycerol","D-Ribose"
"Glycerol","Methanol"
"Glycerol","Ethanol"
"Glycerol","Glycerol"
"Glycerol","Erythritol"
"Glycerol","Ribitol"
"Glycerol","D-Mannitol"
"Glycerol","D-Glucitol"
"Glycerol","myo-Inositol"
"Glycerol","DL-Lactate"
"Glycerol","Succinate"
"Glycerol","Citrate"
"Glycerol","D-Gluconate"
"Glycerol","D-Glucosamine"
"Glycerol","Nitrate"
"Glycerol","2-Keto-D-gluconate"
"Erythritol","Galactose_F"
"Erythritol","Maltose_F"
"Erythritol","Trehalose_F"
"Erythritol","Melibiose"
"Erythritol","Galactose"
"Erythritol","Lactose"
"Erythritol","Trehalose"
"Erythritol","Maltose"
"Erythritol","Melezitose"
"Erythritol","Methyl-?-D-glucoside"
"Erythritol","Soluble Starch"
"Erythritol","Cellobiose"
"Erythritol","Salicin"
"Erythritol","L-Sorbose"
"Erythritol","L-Rhamnose"
"Erythritol","D-Xylose"
"Erythritol","L-Arabinose"
"Erythritol","D-Arabinose"
"Erythritol","D-Ribose"
"Erythritol","Methanol"
"Erythritol","Ethanol"
"Erythritol","Glycerol"
"Erythritol","Erythritol"
"Erythritol","Ribitol"
"Erythritol","Galactitol"
"Erythritol","D-Mannitol"
"Erythritol","D-Glucitol"
"Erythritol","myo-Inositol"
"Erythritol","Succinate"
"Erythritol","Citrate"
"Erythritol","D-Gluconate"
"Erythritol","D-Glucosamine"
"Erythritol","2-Keto-D-gluconate"
"Erythritol","Growth at 30°C"
"Erythritol","Growth at 37°C"
"Ribitol","Glucose_F"
"Ribitol","Galactose_F"
"Ribitol","Maltose_F"
"Ribitol","Trehalose_F"
"Ribitol","Sucrose"
"Ribitol","Melibiose"
"Ribitol","Galactose"
"Ribitol","Lactose"
"Ribitol","Trehalose"
"Ribitol","Maltose"
"Ribitol","Melezitose"
"Ribitol","Methyl-?-D-glucoside"
"Ribitol","Soluble Starch"
"Ribitol","Cellobiose"
"Ribitol","Salicin"
"Ribitol","L-Sorbose"
"Ribitol","L-Rhamnose"
"Ribitol","D-Xylose"
"Ribitol","L-Arabinose"
"Ribitol","D-Arabinose"
"Ribitol","D-Ribose"
"Ribitol","Methanol"
"Ribitol","Ethanol"
"Ribitol","Glycerol"
"Ribitol","Erythritol"
"Ribitol","Ribitol"
"Ribitol","Galactitol"
"Ribitol","D-Mannitol"
"Ribitol","D-Glucitol"
"Ribitol","myo-Inositol"
"Ribitol","Succinate"
"Ribitol","Citrate"
"Ribitol","D-Gluconate"
"Ribitol","D-Glucosamine"
"Ribitol","2-Keto-D-gluconate"
"Ribitol","Growth at 25°C"
"Ribitol","Growth at 30°C"
"Galactitol","Galactose_F"
"Galactitol","Maltose_F"
"Galactitol","Trehalose_F"
"Galactitol","Inulin"
"Galactitol","Sucrose"
"Galactitol","Raffinose"
"Galactitol","Melibiose"
"Galactitol","Galactose"
"Galactitol","Lactose"
"Galactitol","Trehalose"
"Galactitol","Maltose"
"Galactitol","Methyl-?-D-glucoside"
"Galactitol","Soluble Starch"
"Galactitol","Cellobiose"
"Galactitol","Salicin"
"Galactitol","L-Sorbose"
"Galactitol","L-Rhamnose"
"Galactitol","D-Xylose"
"Galactitol","L-Arabinose"
"Galactitol","D-Arabinose"
"Galactitol","D-Ribose"
"Galactitol","Ethanol"
"Galactitol","Erythritol"
"Galactitol","Ribitol"
"Galactitol","Galactitol"
"Galactitol","D-Mannitol"
"Galactitol","D-Glucitol"
"Galactitol","myo-Inositol"
"Galactitol","Citrate"
"Galactitol","D-Gluconate"
"Galactitol","D-Glucosamine"
"Galactitol","Vitamin-free"
"Galactitol","2-Keto-D-gluconate"
"Galactitol","Growth at 30°C"
"D-Mannitol","Maltose_F"
"D-Mannitol","Trehalose_F"
"D-Mannitol","Inulin"
"D-Mannitol","Sucrose"
"D-Mannitol","Raffinose"
"D-Mannitol","Melibiose"
"D-Mannitol","Galactose"
"D-Mannitol","Lactose"
"D-Mannitol","Trehalose"
"D-Mannitol","Maltose"
"D-Mannitol","Melezitose"
"D-Mannitol","Methyl-?-D-glucoside"
"D-Mannitol","Soluble Starch"
"D-Mannitol","Cellobiose"
"D-Mannitol","Salicin"
"D-Mannitol","L-Sorbose"
"D-Mannitol","L-Rhamnose"
"D-Mannitol","D-Xylose"
"D-Mannitol","L-Arabinose"
"D-Mannitol","D-Arabinose"
"D-Mannitol","D-Ribose"
"D-Mannitol","Methanol"
"D-Mannitol","Ethanol"
"D-Mannitol","Glycerol"
"D-Mannitol","Erythritol"
"D-Mannitol","Ribitol"
"D-Mannitol","Galactitol"
"D-Mannitol","D-Mannitol"
"D-Mannitol","D-Glucitol"
"D-Mannitol","myo-Inositol"
"D-Mannitol","Succinate"
"D-Mannitol","Citrate"
"D-Mannitol","D-Gluconate"
"D-Mannitol","D-Glucosamine"
"D-Mannitol","Nitrate"
"D-Mannitol","2-Keto-D-gluconate"
"D-Glucitol","Maltose_F"
"D-Glucitol","Trehalose_F"
"D-Glucitol","Sucrose"
"D-Glucitol","Melibiose"
"D-Glucitol","Galactose"
"D-Glucitol","Lactose"
"D-Glucitol","Trehalose"
"D-Glucitol","Maltose"
"D-Glucitol","Melezitose"
"D-Glucitol","Methyl-?-D-glucoside"
"D-Glucitol","Soluble Starch"
"D-Glucitol","Cellobiose"
"D-Glucitol","Salicin"
"D-Glucitol","L-Sorbose"
"D-Glucitol","L-Rhamnose"
"D-Glucitol","D-Xylose"
"D-Glucitol","L-Arabinose"
"D-Glucitol","D-Arabinose"
"D-Glucitol","D-Ribose"
"D-Glucitol","Methanol"
"D-Glucitol","Ethanol"
"D-Glucitol","Glycerol"
"D-Glucitol","Erythritol"
"D-Glucitol","Ribitol"
"D-Glucitol","Galactitol"
"D-Glucitol","D-Mannitol"
"D-Glucitol","D-Glucitol"
"D-Glucitol","myo-Inositol"
"D-Glucitol","Succinate"
"D-Glucitol","Citrate"
"D-Glucitol","D-Gluconate"
"D-Glucitol","D-Glucosamine"
"D-Glucitol","Nitrate"
"D-Glucitol","2-Keto-D-gluconate"
"D-Glucitol","Growth at 25°C"
"myo-Inositol","Inulin"
"myo-Inositol","Sucrose"
"myo-Inositol","Raffinose"
"myo-Inositol","Melibiose"
"myo-Inositol","Galactose"
"myo-Inositol","Lactose"
"myo-Inositol","Trehalose"
"myo-Inositol","Maltose"
"myo-Inositol","Methyl-?-D-glucoside"
"myo-Inositol","Soluble Starch"
"myo-Inositol","Cellobiose"
"myo-Inositol","Salicin"
"myo-Inositol","L-Sorbose"
"myo-Inositol","L-Rhamnose"
"myo-Inositol","D-Xylose"
"myo-Inositol","L-Arabinose"
"myo-Inositol","D-Arabinose"
"myo-Inositol","D-Ribose"
"myo-Inositol","Ethanol"
"myo-Inositol","Glycerol"
"myo-Inositol","Erythritol"
"myo-Inositol","Ribitol"
"myo-Inositol","Galactitol"
"myo-Inositol","D-Mannitol"
"myo-Inositol","D-Glucitol"
"myo-Inositol","myo-Inositol"
"myo-Inositol","D-Gluconate"
"myo-Inositol","D-Glucosamine"
"myo-Inositol","2-Keto-D-gluconate"
"myo-Inositol","Starch formation"
"myo-Inositol","Growth at 37°C"
"DL-Lactate","Sucrose_F"
"DL-Lactate","Raffinose_F"
"DL-Lactate","L-Rhamnose"
"DL-Lactate","Ethanol"
"DL-Lactate","Glycerol"
"DL-Lactate","DL-Lactate"
"DL-Lactate","Succinate"
"DL-Lactate","Citrate"
"DL-Lactate","Growth at 30°C"
"Succinate","Trehalose_F"
"Succinate","Sucrose"
"Succinate","Lactose"
"Succinate","Trehalose"
"Succinate","Maltose"
"Succinate","Melezitose"
"Succinate","Methyl-?-D-glucoside"
"Succinate","Soluble Starch"
"Succinate","Cellobiose"
"Succinate","Salicin"
"Succinate","L-Sorbose"
"Succinate","L-Rhamnose"
"Succinate","D-Xylose"
"Succinate","L-Arabinose"
"Succinate","D-Arabinose"
"Succinate","D-Ribose"
"Succinate","Ethanol"
"Succinate","Glycerol"
"Succinate","Erythritol"
"Succinate","Ribitol"
"Succinate","D-Mannitol"
"Succinate","D-Glucitol"
"Succinate","DL-Lactate"
"Succinate","Succinate"
"Succinate","Citrate"
"Succinate","D-Gluconate"
"Succinate","D-Glucosamine"
"Succinate","Nitrate"
"Succinate","2-Keto-D-gluconate"
"Citrate","Galactose_F"
"Citrate","Maltose_F"
"Citrate","Trehalose_F"
"Citrate","Sucrose"
"Citrate","Galactose"
"Citrate","Lactose"
"Citrate","Trehalose"
"Citrate","Maltose"
"Citrate","Melezitose"
"Citrate","Methyl-?-D-glucoside"
"Citrate","Soluble Starch"
"Citrate","Cellobiose"
"Citrate","Salicin"
"Citrate","L-Sorbose"
"Citrate","L-Rhamnose"
"Citrate","D-Xylose"
"Citrate","L-Arabinose"
"Citrate","D-Arabinose"
"Citrate","D-Ribose"
"Citrate","Ethanol"
"Citrate","Glycerol"
"Citrate","Erythritol"
"Citrate","Ribitol"
"Citrate","Galactitol"
"Citrate","D-Mannitol"
"Citrate","D-Glucitol"
"Citrate","DL-Lactate"
"Citrate","Succinate"
"Citrate","Citrate"
"Citrate","D-Gluconate"
"Citrate","D-Glucosamine"
"Citrate","2-Keto-D-gluconate"
"D-Gluconate","Glucose_F"
"D-Gluconate","Galactose_F"
"D-Gluconate","Sucrose_F"
"D-Gluconate","Maltose_F"
"D-Gluconate","Trehalose_F"
"D-Gluconate","Sucrose"
"D-Gluconate","Raffinose"
"D-Gluconate","Melibiose"
"D-Gluconate","Galactose"
"D-Gluconate","Lactose"
"D-Gluconate","Trehalose"
"D-Gluconate","Maltose"
"D-Gluconate","Melezitose"
"D-Gluconate","Methyl-?-D-glucoside"
"D-Gluconate","Soluble Starch"
"D-Gluconate","Cellobiose"
"D-Gluconate","Salicin"
"D-Gluconate","L-Sorbose"
"D-Gluconate","L-Rhamnose"
"D-Gluconate","D-Xylose"
"D-Gluconate","L-Arabinose"
"D-Gluconate","D-Arabinose"
"D-Gluconate","D-Ribose"
"D-Gluconate","Ethanol"
"D-Gluconate","Glycerol"
"D-Gluconate","Erythritol"
"D-Gluconate","Ribitol"
"D-Gluconate","Galactitol"
"D-Gluconate","D-Mannitol"
"D-Gluconate","D-Glucitol"
"D-Gluconate","myo-Inositol"
"D-Gluconate","Succinate"
"D-Gluconate","Citrate"
"D-Gluconate","D-Gluconate"
"D-Gluconate","D-Glucosamine"
"D-Gluconate","2-Keto-D-gluconate"
"D-Gluconate","Growth at 25°C"
"D-Gluconate","Growth at 30°C"
"D-Glucosamine","Glucose_F"
"D-Glucosamine","Galactose_F"
"D-Glucosamine","Maltose_F"
"D-Glucosamine","Trehalose_F"
"D-Glucosamine","Sucrose"
"D-Glucosamine","Melibiose"
"D-Glucosamine","Galactose"
"D-Glucosamine","Lactose"
"D-Glucosamine","Trehalose"
"D-Glucosamine","Maltose"
"D-Glucosamine","Melezitose"
"D-Glucosamine","Methyl-?-D-glucoside"
"D-Glucosamine","Soluble Starch"
"D-Glucosamine","Cellobiose"
"D-Glucosamine","Salicin"
"D-Glucosamine","L-Sorbose"
"D-Glucosamine","L-Rhamnose"
"D-Glucosamine","D-Xylose"
"D-Glucosamine","L-Arabinose"
"D-Glucosamine","D-Arabinose"
"D-Glucosamine","D-Ribose"
"D-Glucosamine","Ethanol"
"D-Glucosamine","Glycerol"
"D-Glucosamine","Erythritol"
"D-Glucosamine","Ribitol"
"D-Glucosamine","Galactitol"
"D-Glucosamine","D-Mannitol"
"D-Glucosamine","D-Glucitol"
"D-Glucosamine","myo-Inositol"
"D-Glucosamine","Succinate"
"D-Glucosamine","Citrate"
"D-Glucosamine","D-Gluconate"
"D-Glucosamine","D-Glucosamine"
"D-Glucosamine","2-Keto-D-gluconate"
"D-Glucosamine","Growth at 25°C"
"Nitrate","Inulin"
"Nitrate","Raffinose"
"Nitrate","Soluble Starch"
"Nitrate","Cellobiose"
"Nitrate","Salicin"
"Nitrate","L-Rhamnose"
"Nitrate","D-Xylose"
"Nitrate","D-Arabinose"
"Nitrate","D-Ribose"
"Nitrate","Methanol"
"Nitrate","Glycerol"
"Nitrate","D-Mannitol"
"Nitrate","D-Glucitol"
"Nitrate","Succinate"
"Nitrate","Nitrate"
"Nitrate","Vitamin-free"
"Nitrate","Starch formation"
"Vitamin-free","Sucrose_F"
"Vitamin-free","Raffinose_F"
"Vitamin-free","Inulin"
"Vitamin-free","Raffinose"
"Vitamin-free","Melibiose"
"Vitamin-free","Soluble Starch"
"Vitamin-free","Galactitol"
"Vitamin-free","Nitrate"
"Vitamin-free","Vitamin-free"
"Vitamin-free","Starch formation"
"2-Keto-D-gluconate","Glucose_F"
"2-Keto-D-gluconate","Galactose_F"
"2-Keto-D-gluconate","Sucrose_F"
"2-Keto-D-gluconate","Maltose_F"
"2-Keto-D-gluconate","Trehalose_F"
"2-Keto-D-gluconate","Inulin"
"2-Keto-D-gluconate","Sucrose"
"2-Keto-D-gluconate","Raffinose"
"2-Keto-D-gluconate","Melibiose"
"2-Keto-D-gluconate","Galactose"
"2-Keto-D-gluconate","Lactose"
"2-Keto-D-gluconate","Trehalose"
"2-Keto-D-gluconate","Maltose"
"2-Keto-D-gluconate","Melezitose"
"2-Keto-D-gluconate","Methyl-?-D-glucoside"
"2-Keto-D-gluconate","Soluble Starch"
"2-Keto-D-gluconate","Cellobiose"
"2-Keto-D-gluconate","Salicin"
"2-Keto-D-gluconate","L-Sorbose"
"2-Keto-D-gluconate","D-Xylose"
"2-Keto-D-gluconate","L-Arabinose"
"2-Keto-D-gluconate","D-Arabinose"
"2-Keto-D-gluconate","D-Ribose"
"2-Keto-D-gluconate","Ethanol"
"2-Keto-D-gluconate","Glycerol"
"2-Keto-D-gluconate","Erythritol"
"2-Keto-D-gluconate","Ribitol"
"2-Keto-D-gluconate","Galactitol"
"2-Keto-D-gluconate","D-Mannitol"
"2-Keto-D-gluconate","D-Glucitol"
"2-Keto-D-gluconate","myo-Inositol"
"2-Keto-D-gluconate","Succinate"
"2-Keto-D-gluconate","Citrate"
"2-Keto-D-gluconate","D-Gluconate"
"2-Keto-D-gluconate","D-Glucosamine"
"2-Keto-D-gluconate","2-Keto-D-gluconate"
"Starch formation","Inulin"
"Starch formation","Sucrose"
"Starch formation","Raffinose"
"Starch formation","Lactose"
"Starch formation","Soluble Starch"
"Starch formation","Cellobiose"
"Starch formation","D-Xylose"
"Starch formation","L-Arabinose"
"Starch formation","D-Arabinose"
"Starch formation","myo-Inositol"
"Starch formation","Nitrate"
"Starch formation","Vitamin-free"
"Starch formation","Starch formation"
"Growth at 19°C","Growth at 19°C"
"Growth at 19°C","Growth at 25°C"
"Growth at 19°C","Growth at 30°C"
"Growth at 25°C","Glucose_F"
"Growth at 25°C","Galactose_F"
"Growth at 25°C","Trehalose_F"
"Growth at 25°C","Galactose"
"Growth at 25°C","Methyl-?-D-glucoside"
"Growth at 25°C","L-Sorbose"
"Growth at 25°C","D-Ribose"
"Growth at 25°C","Ethanol"
"Growth at 25°C","Ribitol"
"Growth at 25°C","D-Glucitol"
"Growth at 25°C","D-Gluconate"
"Growth at 25°C","D-Glucosamine"
"Growth at 25°C","Growth at 19°C"
"Growth at 25°C","Growth at 25°C"
"Growth at 25°C","Growth at 30°C"
"Growth at 25°C","Growth at 37°C"
"Growth at 30°C","Glucose_F"
"Growth at 30°C","Galactose_F"
"Growth at 30°C","Sucrose_F"
"Growth at 30°C","Maltose_F"
"Growth at 30°C","Raffinose_F"
"Growth at 30°C","Trehalose_F"
"Growth at 30°C","Methyl-?-D-glucoside"
"Growth at 30°C","L-Rhamnose"
"Growth at 30°C","Ethanol"
"Growth at 30°C","Erythritol"
"Growth at 30°C","Ribitol"
"Growth at 30°C","Galactitol"
"Growth at 30°C","DL-Lactate"
"Growth at 30°C","D-Gluconate"
"Growth at 30°C","Growth at 19°C"
"Growth at 30°C","Growth at 25°C"
"Growth at 30°C","Growth at 30°C"
"Growth at 30°C","Growth at 37°C"
"Growth at 37°C","Sucrose_F"
"Growth at 37°C","Maltose_F"
"Growth at 37°C","L-Rhamnose"
"Growth at 37°C","L-Arabinose"
"Growth at 37°C","Methanol"
"Growth at 37°C","Erythritol"
"Growth at 37°C","myo-Inositol"
"Growth at 37°C","Growth at 25°C"
"Growth at 37°C","Growth at 30°C"
"Growth at 37°C","Growth at 37°C"
